track,geometry,system,target,setting,quota,arch,eta,official,ok
KITTI,oracle,traj,JB,quota,0.1,R1_mlp_clf,0.3085056494744147,0.3085056494744147,True
KITTI,oracle,traj,JB,quota,0.2,R1_mlp_clf,0.46436139690971423,0.4643613969097142,True
KITTI,oracle,traj,JB,quota,0.3,R1_mlp_clf,0.5891245648096359,0.5891245648096359,True
KITTI,oracle,traj,JB,quota,0.5,R1_mlp_clf,0.8585938242762804,0.8585938242762804,True
KITTI,oracle,traj,JB,quota,0.1,R1_gbm_reg,0.30309365372623975,0.3030936537262397,True
KITTI,oracle,traj,JB,quota,0.2,R1_gbm_reg,0.48527628659454836,0.4852762865945483,True
KITTI,oracle,traj,JB,quota,0.3,R1_gbm_reg,0.7121731519283198,0.7121731519283198,True
KITTI,oracle,traj,JB,quota,0.5,R1_gbm_reg,0.8279354716746993,0.8279354716746993,True
KITTI,oracle,traj,JB,quota,0.1,R1_gbm_clf,0.31537575896224773,0.3153757589622477,True
KITTI,oracle,traj,JB,quota,0.2,R1_gbm_clf,0.485957209844271,0.485957209844271,True
KITTI,oracle,traj,JB,quota,0.3,R1_gbm_clf,0.6981492006598343,0.6981492006598343,True
KITTI,oracle,traj,JB,quota,0.5,R1_gbm_clf,0.9049080823281708,0.9049080823281708,True
KITTI,oracle,traj,JB,budget_ms_20,0.2,gate_ridge,0.0,0.0,True
KITTI,oracle,traj,JB,budget_ms_20,0.2,gate_gbm,0.0,0.0,True
KITTI,oracle,traj,JB,budget_ms_20,0.2,R1_mlp_reg,0.32756915972277223,0.3275691597227722,True
KITTI,oracle,traj,JB,budget_ms_20,0.2,R1_mlp_clf,0.40873016694697273,0.4087301669469727,True
KITTI,oracle,traj,JB,budget_ms_20,0.2,R1_gbm_reg,0.0,0.0,True
KITTI,oracle,traj,JB,budget_ms_20,0.2,R1_gbm_clf,0.0,0.0,True
KITTI,oracle,traj,JB,budget_ms_20,0.2,gate_gbm_batched,0.0,0.0,True
KITTI,mono,brake,J,quota,0.1,gate_ridge,0.03404858335391997,0.0340485833539199,True
KITTI,mono,brake,J,quota,0.2,gate_ridge,0.14930733082883615,0.1493073308288361,True
KITTI,mono,brake,J,quota,0.3,gate_ridge,0.2328304911763842,0.2328304911763842,True
KITTI,mono,brake,J,quota,0.5,gate_ridge,0.16039431393943074,0.1603943139394307,True
KITTI,mono,brake,J,quota,0.1,gate_gbm,0.060128389442166044,0.060128389442166,True
KITTI,mono,brake,J,quota,0.2,gate_gbm,0.11341785944589929,0.1134178594458992,True
KITTI,mono,brake,J,quota,0.3,gate_gbm,0.22757381272329674,0.2275738127232967,True
KITTI,mono,brake,J,quota,0.5,gate_gbm,0.3661989805366657,0.3661989805366657,True
KITTI,mono,brake,J,quota,0.1,R1_mlp_reg,0.0731725124671035,0.0731725124671035,True
KITTI,mono,brake,J,quota,0.2,R1_mlp_reg,0.17441354498483397,0.1744135449848339,True
