arm,model,target,seq,score
G_all,tree,value_task,0003,0.16842501476947316
G_all,tree,value_task,0004,0.4617080027942682
G_all,tree,value_task,0005,0.4842221330868743
G_all,tree,value_task,0006,0.2972799117786076
G_all,tree,value_task,0007,0.47137135066052716
G_all,tree,value_task,0008,0.3282506840486446
G_all,tree,value_task,0009,0.5214223246737004
G_all,tree,value_task,0010,0.45359032835059965
G_all,tree,value_task,0011,0.2809363367272744
G_all,tree,value_task,0012,0.06084117550405171
G_all,tree,value_task,0013,0.3513849657063732
G_all,tree,value_task,0014,0.19379025041339767
G_all,tree,value_task,0015,0.45013133175341313
G_all,tree,value_task,0016,0.36520832155330823
G_all,tree,value_task,0017,0.052476371076922844
G_all,tree,value_task,0018,0.2648590612734418
G_all,tree,value_task,0019,0.37497547062186254
G_all,tree,value_task,0020,0.3998483452033124
G_all,gbm,value_task,0000,0.09321902588645974
G_all,gbm,value_task,0001,0.30986711217485174
G_all,gbm,value_task,0002,0.23918992242504653
G_all,gbm,value_task,0003,0.21972601026758362
G_all,gbm,value_task,0004,0.5384209882267944
G_all,gbm,value_task,0005,0.5374049877605732
G_all,gbm,value_task,0006,0.2687089013904054
G_all,gbm,value_task,0007,0.3237944116383991
G_all,gbm,value_task,0008,0.2411352919716922
G_all,gbm,value_task,0009,0.3988302863832079
G_all,gbm,value_task,0010,0.39669738706894925
G_all,gbm,value_task,0011,0.10318144514469037
G_all,gbm,value_task,0012,0.14857264249301447
G_all,gbm,value_task,0013,0.34177020878198716
G_all,gbm,value_task,0014,0.09159741527269105
G_all,gbm,value_task,0015,0.4547373699517372
G_all,gbm,value_task,0016,0.3425262543120106
G_all,gbm,value_task,0017,-0.04063288809135608
G_all,gbm,value_task,0018,0.22635177564233552
G_all,gbm,value_task,0019,0.2928440516587015
G_all,gbm,value_task,0020,0.4018659357433627
H_visual_plus_stakes,linear,value_task,0000,0.09368196539824615
H_visual_plus_stakes,linear,value_task,0001,0.3729160861241803
H_visual_plus_stakes,linear,value_task,0002,0.24787067619457742
H_visual_plus_stakes,linear,value_task,0003,0.2923781740024392
H_visual_plus_stakes,linear,value_task,0004,0.1684801369057459
H_visual_plus_stakes,linear,value_task,0005,0.28248073501155385
H_visual_plus_stakes,linear,value_task,0006,-0.11093886778732924
H_visual_plus_stakes,linear,value_task,0007,0.32026757188117344
H_visual_plus_stakes,linear,value_task,0008,0.19581136523898773
H_visual_plus_stakes,linear,value_task,0009,0.29880632341563995
H_visual_plus_stakes,linear,value_task,0010,0.27583817057945775
H_visual_plus_stakes,linear,value_task,0011,0.08755075302531488
H_visual_plus_stakes,linear,value_task,0012,0.34052536664602195
H_visual_plus_stakes,linear,value_task,0013,0.2427321387020759
H_visual_plus_stakes,linear,value_task,0014,0.09081322188039952
H_visual_plus_stakes,linear,value_task,0015,0.6165341991458216
H_visual_plus_stakes,linear,value_task,0016,0.4182787064418317
H_visual_plus_stakes,linear,value_task,0017,0.2384704691316525
H_visual_plus_stakes,linear,value_task,0018,0.24494324284954164
H_visual_plus_stakes,linear,value_task,0019,0.23751162720603317
H_visual_plus_stakes,linear,value_task,0020,0.32896542769044207
H_visual_plus_stakes,tree,value_task,0000,0.09566055519546805
H_visual_plus_stakes,tree,value_task,0001,0.3424048034171049
H_visual_plus_stakes,tree,value_task,0002,0.4381848845301125
H_visual_plus_stakes,tree,value_task,0003,0.03143839374478247
H_visual_plus_stakes,tree,value_task,0004,0.20252007900337266
H_visual_plus_stakes,tree,value_task,0005,0.0457680588343748
H_visual_plus_stakes,tree,value_task,0006,0.18238041845036176
H_visual_plus_stakes,tree,value_task,0007,0.2403010117703341
H_visual_plus_stakes,tree,value_task,0008,0.22899854104698686
H_visual_plus_stakes,tree,value_task,0009,0.3259676269534689
H_visual_plus_stakes,tree,value_task,0010,-0.0037527657016863517
H_visual_plus_stakes,tree,value_task,0011,0.2125817477841211
H_visual_plus_stakes,tree,value_task,0012,0.33831416760645555
H_visual_plus_stakes,tree,value_task,0013,0.22251954315882894
H_visual_plus_stakes,tree,value_task,0014,0.05152076178490558
H_visual_plus_stakes,tree,value_task,0015,0.3508870556641951
H_visual_plus_stakes,tree,value_task,0016,0.3499432111808502
H_visual_plus_stakes,tree,value_task,0017,0.20610220138986873
H_visual_plus_stakes,tree,value_task,0018,-0.028134460215645602
H_visual_plus_stakes,tree,value_task,0019,0.18731476017032536
H_visual_plus_stakes,tree,value_task,0020,0.27209999884779384
H_visual_plus_stakes,gbm,value_task,0000,0.051403624366785805
H_visual_plus_stakes,gbm,value_task,0001,0.1829821477227256
H_visual_plus_stakes,gbm,value_task,0002,0.11645400770037627
H_visual_plus_stakes,gbm,value_task,0003,0.08296531270664387
H_visual_plus_stakes,gbm,value_task,0004,0.2671059793845613
H_visual_plus_stakes,gbm,value_task,0005,0.2961959178683929
H_visual_plus_stakes,gbm,value_task,0006,0.1779557199588946
H_visual_plus_stakes,gbm,value_task,0007,0.1657477614163721
H_visual_plus_stakes,gbm,value_task,0008,0.03146474680228443
H_visual_plus_stakes,gbm,value_task,0009,0.24326948241852667
H_visual_plus_stakes,gbm,value_task,0010,-0.09110508484924006
H_visual_plus_stakes,gbm,value_task,0011,0.20699672495182103
H_visual_plus_stakes,gbm,value_task,0012,0.4323252817646009
H_visual_plus_stakes,gbm,value_task,0013,0.20444057329310675
H_visual_plus_stakes,gbm,value_task,0014,0.016736338134349313
H_visual_plus_stakes,gbm,value_task,0015,0.49937453626592476
H_visual_plus_stakes,gbm,value_task,0016,0.2962767246115517
H_visual_plus_stakes,gbm,value_task,0017,0.02939449045287201
H_visual_plus_stakes,gbm,value_task,0018,0.11634922924024577
H_visual_plus_stakes,gbm,value_task,0019,0.26963296005318527
H_visual_plus_stakes,gbm,value_task,0020,0.2792289394073811
A_conf,linear,value_task_pos,0000,0.657037037037037
A_conf,linear,value_task_pos,0001,0.6357765850385776
A_conf,linear,value_task_pos,0002,0.6975308641975309
A_conf,linear,value_task_pos,0003,0.37395807021975247
A_conf,linear,value_task_pos,0004,0.16017060367454067
A_conf,linear,value_task_pos,0005,0.33273593466424684
A_conf,linear,value_task_pos,0006,0.5851420454545455
A_conf,linear,value_task_pos,0007,0.7016964799463803
A_conf,linear,value_task_pos,0008,0.2836523498288204
A_conf,linear,value_task_pos,0009,0.7174747637457044
A_conf,linear,value_task_pos,0010,0.1733201581027668
A_conf,linear,value_task_pos,0011,0.6272038227055529
A_conf,linear,value_task_pos,0012,0.13035714285714284
A_conf,linear,value_task_pos,0013,0.5168944145758662
A_conf,linear,value_task_pos,0014,0.6064386317907445
A_conf,linear,value_task_pos,0015,0.6298993798993798
A_conf,linear,value_task_pos,0016,0.6489908982983775
A_conf,linear,value_task_pos,0017,0.7068696330991413
A_conf,linear,value_task_pos,0018,0.4401683810060589
A_conf,linear,value_task_pos,0019,0.6626906388628048
A_conf,linear,value_task_pos,0020,0.6308097312999275
A_conf,tree,value_task_pos,0000,0.6665740740740741
A_conf,tree,value_task_pos,0001,0.6359547970479704
