track,geometry,system,target,signal,budget_level,budget_per_frame,n_frames,feasible,overhead,overhead_source,escalated_frac,eta,eta_lo,eta_hi,minus_random,minus_random_lo,minus_random_hi,note,row_type,n_cells
nuScenes,oracle,brake,J,uncertainty,0.2,16.5801677512718,955.0,True,0.2944104999755836,measured,0.1847859797267503,-0.1215977740532203,-1.0041577015448424,0.2660149805949842,-0.2340269480113246,-0.7225322735614126,0.1055851103399235,,cell,
nuScenes,oracle,brake,J,criticality_cheap,0.2,16.5801677512718,955.0,True,1.4709314999947765,measured,0.1239878276646448,0.1992157871018952,-0.1181211138276306,0.6480640329149281,0.1688773828174785,-0.1485993569602532,0.6205730567593126,,cell,
nuScenes,oracle,brake,J,gate_gbm_batched,0.2,16.5801677512718,955.0,True,3.5357949274881264,measured,0.0172835013923785,-0.0875447698647669,-0.4254184640833886,0.1682974579271965,-0.1362728420807929,-0.3946167760575969,0.1924157527785051,,cell,
nuScenes,oracle,brake,J,R1_mlp_reg,0.2,16.5801677512718,955.0,True,0.6491920000541995,measured,0.1664522146768704,-0.0381218018044442,-0.8328208639413208,0.4414228507684947,-0.053723187542516,-0.5728638748733971,0.3027748073793374,,cell,
nuScenes,oracle,brake,J,R1_mlp_clf,0.2,16.5801677512718,955.0,True,0.6491920000541995,measured,0.1664522146768704,0.1245333335121422,-0.3584372547719687,0.3706530599987073,0.0340376432352265,-0.2026836458606614,0.2506464518211677,,cell,
nuScenes,oracle,brake,J,R1_gbm_reg,0.2,16.5801677512718,955.0,True,15.909292499998172,measured,0.0,0.0,0.0,0.0,-0.0622038492991583,-0.1858832969837601,0.2615501248571576,,cell,
nuScenes,oracle,brake,J,R1_gbm_clf,0.2,16.5801677512718,955.0,True,15.909292499998172,measured,0.0,0.0,0.0,0.0,-0.0622038492991583,-0.1858832969837601,0.2615501248571576,,cell,
nuScenes,oracle,brake,J,R2_cnn_clf,0.2,16.5801677512718,955.0,True,9.765887999975575,measured,0.0,0.0,0.0,0.0,-0.0622038492991583,-0.1858832969837601,0.2615501248571576,,cell,
nuScenes,oracle,brake,J,criticality_gt,0.2,16.5801677512718,955.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,
nuScenes,oracle,brake,J,dE_exact,0.2,16.5801677512718,955.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,
nuScenes,oracle,brake,J,dE_E6_risk_weighted,0.2,16.5801677512718,955.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,
nuScenes,oracle,brake,J,PKL,0.2,16.5801677512718,955.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,
nuScenes,oracle,brake,J,TIP,0.2,16.5801677512718,955.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,
nuScenes,oracle,brake,J,random,0.3,18.51529400119034,955.0,True,0.0,none,0.3,0.1237023983408509,-0.3927346111267009,0.2789010498370637,0.0,0.0,0.0,,cell,
nuScenes,oracle,brake,J,oracle,0.3,18.51529400119034,955.0,True,0.0,none,0.3,1.0,1.0,1.0,0.9066560143978948,0.7210989501629362,1.3927346111267007,,cell,
